tradeDate,preClosePrice,highestPrice,lowestPrice
"2018-12-05",36.4,36.2,35.8
"2018-12-06",36.12,35.9,35.21
"2018-12-07",35.34,35.89,35.22
"2018-12-10",35.89,35.8,35.3
"2018-12-11",35.53,35.66,35.38
"2018-12-12",35.56,35.97,35.5
"2018-12-13",35.77,36.03,35.51
"2018-12-14",35.9,35.78,35
"2018-12-17",35.02,35.3,34.4
"2018-12-18",34.8,34.8,33.96
"2018-12-19",33.99,34.1,33.05
"2018-12-20",33.12,33.11,32.5
"2018-12-21",32.7,33,32
"2018-12-24",33,32.95,32.32
"2018-12-25",32.95,32.92,31.8
"2018-12-26",32.7,32.79,32.12
"2018-12-27",32.75,33.18,32.56
"2018-12-28",32.75,33.02,32.5
"2019-01-02",32.75,32.71,32.21
"2019-01-03",32.71,32.88,32.23
"2019-01-04",32.73,32.99,32.11
"2019-01-07",32.95,32.91,32.62
"2019-01-08",32.8,32.8,32.4
"2019-01-09",32.71,33.49,32.89
"2019-01-10",33.16,33.2,32.62
"2019-01-11",32.82,33.16,32.72
"2019-01-14",32.88,33.15,32.11
"2019-01-15",32.6,32.6,32.22
"2019-01-16",32.6,32.6,32.3
"2019-01-17",32.6,32.7,32.32
"2019-01-18",32.44,32.85,32.37
"2019-01-21",32.75,33.29,32.59
"2019-01-22",33.18,33.2,32.32
"2019-01-23",32.49,32.44,31.13
"2019-01-24",31.56,31.6,30.62
"2019-01-25",30.95,31.48,30.69
"2019-01-28",31.03,31.71,31.02
"2019-01-29",31.46,31.44,30.73
"2019-01-30",31.18,31.32,30.78
"2019-01-31",30.78,31,29.85
"2019-02-01",29.91,32.38,30.3
"2019-02-11",31.8,32.58,31.78
"2019-02-12",32.3,32.5,32
"2019-02-13",32.43,33.25,32.13
"2019-02-14",33.03,35.95,32.85
"2019-02-15",34.98,35.88,34.44
"2019-02-18",35,35.82,34.88
"2019-02-19",35.45,36.8,35.33
"2019-02-20",35.73,37.64,36.27
"2019-02-21",37.28,37.8,36.68
"2019-02-22",36.9,37.78,36.2
"2019-02-25",37.07,38.55,36.9
"2019-02-26",38.03,38.09,36.7
"2019-02-27",36.9,36.79,36.15
"2019-02-28",36.35,36.99,36.13
"2019-03-01",36.27,36.82,36.23
"2019-03-04",36.64,37.14,36.6
"2019-03-05",36.78,37.19,36.3
"2019-03-06",37,37.13,36.5
"2019-03-07",36.91,37.01,36.15
"2019-03-08",36.49,36.47,34.56
"2019-03-11",34.64,36.17,35.05
"2019-03-12",36.1,36.85,35.94
"2019-03-13",36.31,36.3,35.3
"2019-03-14",35.44,35.79,34.88
"2019-03-15",35.3,35.99,35.1
"2019-03-18",35.99,36.4,35.45
"2019-03-19",36.26,36.26,35.4
"2019-03-20",35.65,35.79,35
"2019-03-21",35.51,35.59,35.03
"2019-03-22",35.11,34.85,34.25
"2019-03-25",34.54,35.15,33.73
"2019-03-26",34.92,35.65,34.73
"2019-03-27",35.3,36.21,35.23
"2019-03-28",35.96,36.09,35.28
"2019-03-29",35.6,36.86,35.31
"2019-04-01",36.62,38.87,37.1
"2019-04-02",37.29,37.47,36.75
"2019-04-03",36.88,37.5,37.07
"2019-04-04",37.3,36.4,35.28
"2019-04-08",36.03,36.55,35.68
"2019-04-09",36.27,36.4,35.68
"2019-04-10",35.93,36.12,35.33
"2019-04-11",35.93,36.04,35.07
"2019-04-12",35.35,35.44,34.93
"2019-04-15",34.98,35.49,34.6
"2019-04-16",34.65,35.05,34.3
"2019-04-17",35.05,35.33,34.9
"2019-04-18",35.06,35.24,34.74
"2019-04-19",34.77,34.95,34.58
"2019-04-22",34.9,35.2,33.91
"2019-04-23",34.31,34.35,33.65
"2019-04-24",33.93,35.36,34.3
"2019-04-25",35.05,35.35,34.22
"2019-04-26",34.35,34.55,33.54
"2019-04-29",33.59,33.99,33.01
"2019-04-30",33.07,33.32,32.77
"2019-05-06",33.07,32.69,31.25
"2019-05-07",31.5,32.18,31.37
"2019-05-08",31.73,31.54,30.94
"2019-05-09",31.19,31.19,30.39
"2019-05-10",30.84,31.46,30.35
"2019-05-13",31.27,31.27,30.62
"2019-05-14",31.02,30.96,30.5
"2019-05-15",30.76,31.14,30.8
"2019-05-16",30.97,31.12,30.8
"2019-05-17",30.98,31.09,30.1
"2019-05-20",30.22,30.45,29.89
"2019-05-21",30.41,30.78,30.3
"2019-05-22",30.63,30.61,30.2
"2019-05-23",30.26,30.26,29.9
"2019-05-24",29.9,30.2,29.9
"2019-05-27",29.94,30.14,29.7
"2019-05-28",30.03,30.24,29.81
"2019-05-29",30.02,31.1,30.11
"2019-05-30",30.68,30.68,29.82
"2019-05-31",30.06,30.1,29.83
"2019-06-03",29.88,32,29.8
"2019-06-04",30.04,29.83,28.9
"2019-06-05",29.13,29.32,28.81
"2019-06-06",28.87,28.85,28.46
"2019-06-10",28.51,29.56,28.67
"2019-06-11",29.22,29.66,29.2
"2019-06-12",29.56,29.58,29.15
"2019-06-13",29.51,29.96,29.25
"2019-06-14",29.82,30.08,29.68
"2019-06-17",29.88,30.08,29.6
"2019-06-18",30,30.27,29.67
"2019-06-19",30.2,31.56,30.35
"2019-06-20",31.24,31.33,30.97
"2019-06-21",31.05,31.34,31.01
"2019-06-24",31.15,33.16,31.2
"2019-06-25",32.61,32.76,32.07
"2019-06-26",32.64,33.8,32.16
"2019-06-27",33.52,34.5,33.4
"2019-06-28",34.26,34.5,33.77
"2019-07-01",33.96,34.71,33.67
"2019-07-02",33.95,34.6,33.68
"2019-07-03",34.21,34.72,33.91
"2019-07-04",34.17,34.53,33.97
"2019-07-05",34,34.3,33.93
"2019-07-08",33.93,34.34,33.09
"2019-07-09",33.98,33.94,33.34
"2019-07-10",33.68,33.92,33.33
"2019-07-11",33.62,33.97,33.36
"2019-07-12",33.6,34.1,33.26
"2019-07-15",33.95,34.3,32.81
"2019-07-16",33.98,34.41,33.5
"2019-07-17",33.64,33.83,33.11
"2019-07-18",33.66,33.5,33
"2019-07-19",33.3,34.18,33.5
"2019-07-22",34.08,34.22,33.51
"2019-07-23",33.8,34.16,33.57
"2019-07-24",33.92,35.95,33.89
"2019-07-25",35.6,36.44,35.25
"2019-07-26",36.37,36.7,35.88
"2019-07-29",36.28,37.6,36.05
"2019-07-30",36.89,37.27,36
"2019-07-31",36.32,37.85,36.26
"2019-08-01",37.2,37.4,36.4
"2019-08-02",37,37,36.02
"2019-08-05",36.8,36.77,35.86
"2019-08-06",35.86,36.28,34.78
"2019-08-07",35.75,36.2,35.1
"2019-08-08",35.11,35.53,34.3
"2019-08-09",34.9,35.91,34.91
"2019-08-12",35.63,35.87,34.8
"2019-08-13",35.49,35.89,34.74
"2019-08-14",35.27,37.15,35.45
"2019-08-15",36.5,36.86,35.79
"2019-08-16",36.53,37.21,35.74
"2019-08-19",36.91,38.4,37.45
"2019-08-20",38.08,39.3,37.71
"2019-08-21",39.15,39.77,38.8
"2019-08-22",39.3,40.04,38.63
"2019-08-23",39.35,39.8,38.85
"2019-08-26",39.06,39.88,38
"2019-08-27",39.45,40,38.14
"2019-08-28",39.6,42.11,39.2
"2019-08-29",40.88,41.66,40.26
"2019-08-30",40.55,41.88,40.41
"2019-09-02",41.42,42.08,40.05
"2019-09-03",40.47,40.58,39.5
"2019-09-04",39.95,40.23,39.1
"2019-09-05",39.76,39.99,39.46
"2019-09-06",39.65,39.82,39.26
"2019-09-09",39.44,39.8,38.6
"2019-09-10",39,39.46,38.69
"2019-09-11",38.7,38.87,38.05
"2019-09-12",38.7,38.95,38.5
"2019-09-16",38.72,40.01,38.7
"2019-09-17",39.51,40.4,39.05
"2019-09-18",39.87,41.14,39.92
"2019-09-19",41.11,42.15,40.5
"2019-09-20",40.91,41.28,40
"2019-09-23",40.4,40.24,38.88
"2019-09-24",39.23,39.63,38.71
"2019-09-25",38.75,38.99,37.69
"2019-09-26",37.8,38.28,37.2
"2019-09-27",38.01,39.36,37.39
"2019-09-30",39.21,40.12,38.98
"2019-10-08",39.42,39.7,37.91
"2019-10-09",38.18,40.84,37.81
"2019-10-10",40.51,41.5,40.15
"2019-10-11",41.16,41.78,40.65
"2019-10-14",41.4,42.1,41.16
"2019-10-15",41.38,41.48,39.8
"2019-10-16",41.3,43.3,41.43
"2019-10-17",41.57,42.73,40.93
"2019-10-18",41.08,41.74,40.76
"2019-10-21",40.92,42.73,40.76
"2019-10-22",42.5,43.57,41.83
"2019-10-23",43.32,43.35,41.18
"2019-10-24",41.5,41.39,39.93
"2019-10-25",40.43,40.98,39.86
